RecordID,Company,Fiscal Year,Total Revenue,Net Income,Total Assets,Total Liabilities,Cash Flow from Operating Activities,Source,Note
5502,Apple,2023,3.75E+11,98614172192,3.49E+11,2.92E+11,98503889526,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5503,Apple,2023,3.86E+11,1.03E+11,3.54E+11,2.98E+11,1.00E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5504,Tesla,2022,88184432336,11796663207,83546896289,44001180687,14933265038,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5505,Apple,2022,3.75E+11,1.02E+11,3.69E+11,3.01E+11,1.12E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5506,Apple,2021,3.65E+11,95721341244,3.45E+11,2.73E+11,1.07E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5507,Microsoft,2023,2.23E+11,88399209107,3.49E+11,2.15E+11,83858555757,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5508,Microsoft,2021,1.74E+11,61964433165,3.02E+11,1.82E+11,62109383589,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5509,Tesla,2022,81695663731,11728236356,80002625803,42756280035,14942180951,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5510,Microsoft,2021,1.75E+11,59298127293,2.94E+11,1.77E+11,60305112893,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5511,Microsoft,2022,2.06E+11,73305518121,3.35E+11,1.99E+11,69330323667,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5512,Apple,2021,3.47E+11,99075058810,3.64E+11,2.95E+11,1.06E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5513,Tesla,2022,80039098859,11705735371,79101025573,41376641498,15131275144,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5514,Tesla,2023,84730923691,14609707652,85014769485,44152222794,18175847986,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5515,Microsoft,2021,1.68E+11,63512526157,2.96E+11,1.88E+11,57560476150,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5516,Tesla,2022,80714645566,11297981450,82047744853,41462919087,14724234178,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5517,Apple,2023,3.93E+11,1.02E+11,3.59E+11,3.02E+11,1.09E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5518,Apple,2022,3.83E+11,99819114229,3.43E+11,2.99E+11,1.10E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5519,Apple,2023,4.05E+11,1.02E+11,3.50E+11,2.82E+11,1.05E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5520,Tesla,2022,83785130035,11469167444,81009611006,40014258967,14538782871,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5521,Microsoft,2022,2.00E+11,73531881675,3.47E+11,2.05E+11,75642428114,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5522,Apple,2023,3.79E+11,1.05E+11,3.36E+11,2.86E+11,1.06E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5523,Apple,2021,3.66E+11,90234247730,3.39E+11,2.90E+11,1.00E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5524,Apple,2023,4.10E+11,99890177808,3.60E+11,2.69E+11,98842964441,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5525,Apple,2022,4.09E+11,98257102916,3.42E+11,2.78E+11,1.05E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5526,Microsoft,2023,2.15E+11,83548615676,3.56E+11,2.16E+11,82368294616,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5527,Microsoft,2022,1.93E+11,70854849567,3.23E+11,1.91E+11,75792270447,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5528,Microsoft,2021,1.77E+11,62009069662,2.99E+11,1.77E+11,56468946756,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5529,Tesla,2021,52633763515,5252975,63431624075,30319368687,6068326054,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5530,Microsoft,2021,1.65E+11,59707096151,3.08E+11,1.83E+11,60525789823,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5531,Apple,2021,3.67E+11,96580069114,3.58E+11,2.84E+11,1.05E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5532,Tesla,2021,53792446454,5568421,61814416183,29898322863,5978339982,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5533,Apple,2022,3.79E+11,99399895019,3.44E+11,2.85E+11,1.14E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5534,Apple,2021,3.63E+11,95291798160,3.43E+11,2.93E+11,1.02E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5535,Apple,2023,3.80E+11,95325707757,3.66E+11,2.86E+11,1.07E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5536,Microsoft,2022,2.08E+11,71855454471,3.28E+11,1.94E+11,76323427510,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5537,Tesla,2021,54098705713,5525857,61315952201,29522527002,5883674418,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5538,Tesla,2021,51771113861,5463985,60471061056,29634351797,6334092206,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5539,Tesla,2022,80222688735,11517669438,85282732487,40570275372,14599936047,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5540,Microsoft,2023,2.12E+11,82660450679,3.68E+11,2.12E+11,74522725798,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5541,Tesla,2023,82724525213,14637674838,83996905274,41192346202,17036503013,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5542,Microsoft,2022,1.86E+11,75459057720,3.27E+11,1.95E+11,75285643546,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5543,Microsoft,2021,1.63E+11,62745437496,3.06E+11,1.85E+11,59388376975,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5544,Apple,2022,3.65E+11,99475982433,3.53E+11,2.83E+11,1.09E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5545,Tesla,2022,81737885493,12321343148,84690555496,43068246008,14601458950,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5546,Apple,2022,3.95E+11,1.01E+11,3.44E+11,2.78E+11,1.08E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5547,Tesla,2021,55158387622,5510653,64546800428,31482089239,5756421027,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5548,Tesla,2022,87088629790,11690534741,81148180949,41970494662,15129701880,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5549,Tesla,2021,55264061356,5348802,62733721072,29847757370,5981789966,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5550,Apple,2023,4.12E+11,97432877256,3.56E+11,2.97E+11,1.08E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5551,Tesla,2022,82816207327,11745309270,81969863208,40950934953,15348820946,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5552,Microsoft,2023,2.09E+11,84216209807,3.62E+11,2.02E+11,84727910152,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5553,Apple,2021,3.57E+11,93005976854,3.65E+11,2.95E+11,1.05E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5554,Apple,2023,3.65E+11,1.04E+11,3.47E+11,2.81E+11,1.04E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5555,Apple,2022,3.80E+11,99564210337,3.52E+11,2.79E+11,1.07E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5556,Microsoft,2023,2.19E+11,84287435233,3.47E+11,2.10E+11,80790615889,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5557,Tesla,2021,55518773384,5540476,62886415489,29828188228,6192413458,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5558,Tesla,2021,51304636329,5293807,59570972241,31149420819,5979841868,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5559,Microsoft,2022,2.07E+11,74364167125,3.40E+11,1.96E+11,76729162535,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5560,Tesla,2021,55894134039,5333878,62220923508,29702486495,5980239603,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5561,Apple,2023,3.93E+11,98943386863,3.62E+11,2.72E+11,1.05E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5562,Microsoft,2022,1.99E+11,73337828230,3.30E+11,2.00E+11,71093522057,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5563,Microsoft,2023,2.08E+11,82498628639,3.51E+11,2.18E+11,78879149391,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5564,Microsoft,2023,2.14E+11,77673940725,3.68E+11,2.09E+11,78634165399,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5565,Tesla,2022,80240850830,11733071118,80138414251,41207295171,14700574652,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
